name,image,description,category,rarity,classification,ac,damage,damage_type,properties,cost
Disk of Balance,,"A disk of finely polished stone. On one side, the Elvish rune for death is inscribed in blackest obsidian. Upon the other, the Dwarven rune for life is inscribed in the palest ivory.",OTHER,MUNDANE,,,,,,400
Dried Flower,,A flower that has been dried out to preserve it.,OTHER,MUNDANE,,,,,,0
Leather Ball,,A leather ball stuffed with chicken feathers.,OTHER,MUNDANE,,,,,,35
Empty Vial,,"An empty vial, just waiting to be filled with something more valuable than itself.",OTHER,MUNDANE,,,,,,35
Fat Cat Statue,,"A life sized copper statue of a fat cat with amber eyes that purrs when stroked. Curiously, it does not detect as magic.",OTHER,MUNDANE,,,,,,500
Fine Cheese,,"A 5’ diameter wheel of fine, aged cheese",OTHER,MUNDANE,,,,,,50
Flesh Shield,,A small wooden shield bound in human skin bearing a tattoo that appears to be some sort of map. The skin is held in place with a rim of beaten copper.,OTHER,MUNDANE,,,,,,700
Flint & Steel,,A carved steel striker and a piece of shaped flint that allows the user to start a fire.,OTHER,MUNDANE,,,,,,30
Fool's Gold,,"A handheld water pan with a number of chunks of pyrite in it, otherwise known as ""Fool's Gold"". You might be able to convince someone that these nuggets are real gold, but not for very long.",OTHER,MUNDANE,,,,,,50
Fragrant Torches,torch,"A bag containing 1d8 torches infused with pleasant fragrances. This may have been owned by a tanner, to cover the overwhelming stench of tannin that is used in the leathermaking process.",OTHER,MUNDANE,,,,,,400
Rotten Garlic,garlic,A wreath of eight rotten garlic buds.,OTHER,MUNDANE,,,,,,20
Glass Sphere,,A 14 inch diameter sealed glass sphere containing water and an ornamental fish.,OTHER,MUNDANE,,,,,,300
Glittering Glass,,A sparkling handful of raw gems.,OTHER,MUNDANE,,,,,,1
Glow Stone,,A small green stone that gives off a feint light that's practically imperceptable in anything other than pitch black darkness. It could be used as a marker or a light source in a pinch.,OTHER,MUNDANE,,,,,,200
Goat Jerky,,A pound of Goat jerky.,OTHER,MUNDANE,,,,,,20
Gold Bracelet,,A small gold bracelet. It's design is plain so as to be appropriate for anyone.,OTHER,MUNDANE,,,,,,2500
Gold Locket,,A charming golden locket with a painted portrait inside.,OTHER,MUNDANE,,,,,,2500
Hematite,,A rather dull gray-black hematite gem with the remains of a necklace fasten on its back.,OTHER,MUNDANE,,,,,,1000
Holy Ice Symbol,,"An ornate block of ice carved into an ancient holy symbol. The carving has a subtle taint of magic to it, but it's not exactly clear what prevents it from melting.",OTHER,MUNDANE,,,,,,40000
Holy Symbol,,A wooden holy symbol. ,OTHER,MUNDANE,,,,,,25
Honey,,A quart of honey.,OTHER,MUNDANE,,,,,,100
Inhalation Herbs & Essences,herbs,"Inhalation herbs & essences provide natural healing remedies for all manner of symptoms such as headaches, colds and flu.",OTHER,MUNDANE,,,,,,20
Iron Buckle,,An iron belt buckle that's beginning to rust.,OTHER,MUNDANE,,,,,,3
Iron Earring,,An iron earring. Missing it's twin.,OTHER,MUNDANE,,,,,,10
Iron Nail,nail,"A large iron nail, useful for fixing things together.",OTHER,MUNDANE,,,,,,3
Iron Spike,nail,"A large iron spike, useful for fixing heavy items together.",OTHER,MUNDANE,,,,,,35
Jar of Eyeballs,,"A jar containing six eyeballs (2 human, 1 goblin, 1 ogre, 1 worg, and 1 hawk) in a clear liquid.",OTHER,MUNDANE,,,,,,200
Pile of Coal,,A pile of coal.,OTHER,MUNDANE,,,,,,0
Lead Coins,,Satchel of gold painted lead coins.,OTHER,MUNDANE,,,,,,10
Little Riding Hood,,"A bright red hooded cape sized for a child, spattered with dried blood.",OTHER,MUNDANE,,,,,,100
Ring of Engagement,ring,Someone used this to get married,OTHER,MUNDANE,,,,,,1000
Old Hat,old-hat,A ragged old hat with a moth eaten brim.,OTHER,MUNDANE,,,,,,3
Old Pouch,,"An old pouch. Works as any pouch might, but it has a hole in it.",OTHER,MUNDANE,,,,,,15
Old Round Shield,,Father’s old round shield.,OTHER,MUNDANE,,,,,,100
Parchment,,A spare bit of parchment.,OTHER,MUNDANE,,,,,,35
Potpourri,,A fragrant bowl of potpourri.,OTHER,MUNDANE,,,,,,5
River Stone,,A stone that has been worn down to a smooth finish. Probably from a river bed.,OTHER,MUNDANE,,,,,,0
Saw,saw,A simple one-hand saw,OTHER,MUNDANE,,,,,,30
Scroll Case,,,OTHER,MUNDANE,,,,,,100
Silk Handkerchief,,This silk handkerchief is embroidered with a pale pink pattern.,OTHER,MUNDANE,,,,,,2500
Silver Ewer,,A large jug with a wide mouth coated in silver.,OTHER,MUNDANE,,,,,,2500
Tin Cup,cup,A tin drinking cup.,OTHER,MUNDANE,,,,,,10
Tobacco,,A small amount of tobacco wrapped in a large soft leaf.,OTHER,MUNDANE,,,,,,15
Unreadable Note,,A paper note that's been left on a damp floor. It's completely illegible.,OTHER,MUNDANE,,,,,,0
Walking Stick,,A wooden walking stick.,OTHER,MUNDANE,,,,,,15
Weighted Die (6 Sided),,A weighted dice which will almost always land on a 6.,OTHER,MUNDANE,,,,,,50
Whistle,,A small wooden whistle.,OTHER,MUNDANE,,,,,,50
Wolf Pelt,pelt,A grey and white wolf pelt.,OTHER,MUNDANE,,,,,,50
Wooden Board,wooden-board,"A weather worn wooden board, inscribed with patterns which make it clear that it was once used for a game whose rules have long since been lost to time.",OTHER,MUNDANE,,,,,,0
Wooden Spike,,"A long wooden spike, used to fix soft items together or kill vampires while they sleep.",OTHER,MUNDANE,,,,,,15
Raisins,,½ tin of raisins.,OTHER,MUNDANE,,,,,,10
Soup Ladel,,"A kitchen implement often used for serving delicious soups. It was carved from the wood of a sturdy tree, so it actually packs quite the wallop.",OTHER,MUNDANE,,,,,,20
Silver-tipped Quill,,A silver-tipped quill with an elaborate white feather.,OTHER,MUNDANE,,,,,,700
Marbles,,A set of simple marbles,OTHER,MUNDANE,,,,,,2
Dead Rat,,"An old dead rat. It has begun to decay, and eminates an unpleasant smell.",OTHER,MUNDANE,,,,,,0
Bones with bitemarks,,A small pile of bones with bitemarks from rodent.,OTHER,MUNDANE,,,,,,0
Half-Burnt Twigs,,Just some Half-Burnt twigs.,OTHER,MUNDANE,,,,,,0
Pile of Unidentifiable Slime,slime,Is this goblin snort?,OTHER,MUNDANE,,,,,,0
Dry Hay,,A small bundle of Dry  hay. Maybe it was meant for a pillow.,OTHER,MUNDANE,,,,,,0
Glass Shards,shards,"A few, not very sharp glass shards.",OTHER,MUNDANE,,,,,,0
Smooth Pebbles,,"Some ordinary, smooth pebbles.",OTHER,MUNDANE,,,,,,0
Rotten Human Finger,dead-hand,Not a good omen...,OTHER,MUNDANE,,,,,,0
Voodoo Doll,,A small voodoo doll with a lot of puncture holes.,OTHER,MUNDANE,,,,,,0
Bug Infested Shoe,shoe,A single Bug Infested shoe. The fitting counterpart seems to be missing.,OTHER,MUNDANE,,,,,,0
Ring of Keys,,A ring with 13 keys in all kind of shapes on it.,OTHER,MUNDANE,,,,,,0
Single Metal Coin,,A Metal coin with an unfamiliar emblem.,OTHER,MUNDANE,,,,,,0
Used Bandages,,Some Used bandages. You should really not use them anymore.,OTHER,MUNDANE,,,,,,0
Broken Mirror,shards,Probably brings bad luck to whoever broke it.,OTHER,MUNDANE,,,,,,0
Wooden Buttons,,A set of 15 Wooden buttons in different designs and sizes,OTHER,MUNDANE,,,,,,0
Wolf Teeth,tusk,A few Wolf teeth. Who collects something like that?,OTHER,MUNDANE,,,,,,0
Chalk of Identification,,"This piece of chalk comes in a small wooden box decorated with intricate ornaments. In the wooden box, besides the piece of chalk, there is also a small parchment with instructions on how to use the piece of chalk.<br />The owner can draw a circle with special ornaments on a flat surface and place an object in it which consumes a charge. Over the course of 10 minutes, the chalk particles on the surface are consumed and the person drawing the circle becomes aware of the magical properties of the object placed within it.<br />When found the Chalk has 1d6 + 2 charges.",WONDROUS_ITEMS,UNCOMMON,,,,,,15000
